kakao_place_id,place_name,latitude,longitude,phone,address,kakao_map_url,group_name
10001535,동일석유제일주유소,37.400106616033234,126.93070946031808,031-449-2796,경기 안양시 동안구 경수대로 962,http://place.map.kakao.com/10001535,"주유소,충전소"
1001883450,중찬미식,37.3823054427353,126.929741244697,031-468-8158,경기 안양시 만안구 냉천로 4,http://place.map.kakao.com/1001883450,음식점
1004963442,키친폿,37.38987485256082,126.95323817727112,031-385-7797,경기 안양시 동안구 평촌대로217번길 45,http://place.map.kakao.com/1004963442,음식점
10059598,여자수산,37.3978480498718,126.932780525911,031-466-6656,경기 안양시 동안구 관악대로 76,http://place.map.kakao.com/10059598,음식점
1007270649,IBK기업은행 평촌기업스마트,37.3943322691578,126.970093698693,031-478-7790,경기 안양시 동안구 벌말로 66,http://place.map.kakao.com/1007270649,은행
1009466682,아이센스블랙 라벨PC존 범계역점(직영점),37.3910072182783,126.954993468216,070-8672-5815,경기 안양시 동안구 평촌대로223번길 11,http://place.map.kakao.com/1009466682,"가정,생활 > 여가시설 > 게임방,PC방"
1010162801,이마트24 안양골드점,37.3807125381232,126.93629152407163,010-2471-6904,경기 안양시 만안구 안양로 57-1,http://place.map.kakao.com/1010162801,편의점
1011978319,투썸플레이스 산본사거리점,37.37147790484909,126.93458782494093,031-399-8566,경기 군포시 고산로 685,http://place.map.kakao.com/1011978319,카페
1015050608,IBK기업은행 평촌IT,37.4010653586058,126.969136673646,031-463-4133,경기 안양시 동안구 학의로 282,http://place.map.kakao.com/1015050608,은행
10239994,경희대보한의원,37.393677451332614,126.97963087124288,031-425-8275,경기 안양시 동안구 학의로408번길 34,http://place.map.kakao.com/10239994,"의료,건강 > 병원 > 한의원"
1025118540,LG유플러스 박달1동 박달시장점,37.404618682879,126.909069353909,070-4300-7111,경기 안양시 만안구 양화로 135,http://place.map.kakao.com/1025118540,"서비스,산업 > 정보통신 > LG유플러스 > LGT대리점"
10257308,능안근린공원,37.3715446602713,126.931544077673,031-390-0474,경기 군포시 산본동 1065,http://place.map.kakao.com/10257308,여행 > 공원 > 도시근린공원
1025813390,관양도서관,37.4110033491409,126.968137457283,031-8045-6339,경기 안양시 동안구 동편로 124,http://place.map.kakao.com/1025813390,"교육,학문 > 학습시설 > 도서관 > 국공립도서관"
103244397,성결대학교 산학협력단 문화예술교육 사업운영본부,37.3802642369666,126.927606900205,031-467-8475,경기 안양시 만안구 성결대학로 53,http://place.map.kakao.com/103244397,"사회,공공기관 > 단체,협회"
1032767166,디저트39 산본역점,37.35807282320317,126.9320868337022,070-8691-4108,경기 군포시 번영로 495,http://place.map.kakao.com/1032767166,카페
1038314088,메가프로 PC카페 평촌점,37.3866659004851,126.950035524326,,경기 안양시 동안구 경수대로 729,http://place.map.kakao.com/1038314088,"가정,생활 > 여가시설 > 게임방,PC방"
1043308608,달전 범계본점,37.3904195436037,126.954450651266,031-388-9998,경기 안양시 동안구 평촌대로217번길 25,http://place.map.kakao.com/1043308608,음식점
10444774,SK산본주유소,37.3634521320333,126.942627643564,031-459-2880,경기 군포시 번영로 607,http://place.map.kakao.com/10444774,"주유소,충전소"
1044940745,스테이커피 산본점,37.3659843669611,126.931437370186,070-8065-3215,경기 군포시 산본로386번길 19,http://place.map.kakao.com/1044940745,카페
1045715730,안양역센트럴아이파크수자인아파트 (2029년04월예정),37.404089641714414,126.91877538152161,,경기 안양시 만안구 안양동 841-5,http://place.map.kakao.com/1045715730,부동산 > 주거시설 > 아파트
10478614,성문중학교,37.37929089746415,126.92435495361752,031-449-3607,경기 안양시 만안구 안양동 501-28,http://place.map.kakao.com/10478614,학교
10485182,선우치과,37.3729535405672,126.930987336316,031-397-8275,경기 군포시 고산로677번길 36,http://place.map.kakao.com/10485182,병원
10502326,삼미상사 직영 금정역셀프주유소,37.37589300391976,126.9434728448599,031-456-5189,경기 군포시 엘에스로 178,http://place.map.kakao.com/10502326,"주유소,충전소"
1051546409,가마치통닭 성결대점,37.382680925973865,126.93085647658879,031-465-9100,경기 안양시 만안구 성결대학로 30,http://place.map.kakao.com/1051546409,음식점
1053424984,최내과소아과,37.38735351507673,126.93065344633274,031-441-2035,경기 안양시 만안구 안양로 145-1,http://place.map.kakao.com/1053424984,병원
1057348266,당동로시장,37.3509660756603,126.943431720915,,경기 군포시 당동로 10,http://place.map.kakao.com/1057348266,"가정,생활 > 시장"
10578337,안양역로터리,37.4011176851807,126.922215378747,,경기 안양시 만안구 안양동,http://place.map.kakao.com/10578337,"교통,수송 > 도로시설 > 교차로"
10580798,안양시민대학,37.3979624124688,126.925168530644,031-444-7811,경기 안양시 만안구 만안로 189,http://place.map.kakao.com/10580798,"교육,학문 > 교육단체 > 평생교육원,사회교육원"
10580800,한나이브성형외과의원,37.401331326202474,126.9196683349938,1522-0333,경기 안양시 만안구 안양로 330-1,http://place.map.kakao.com/10580800,병원
10580803,안양역시외버스정류장,37.4011533980428,126.921718401946,031-466-0838,경기 안양시 만안구 만안로 지하 231,http://place.map.kakao.com/10580803,"교통,수송 > 교통시설 > 고속,시외버스터미널"
1060325173,박만배아리랑,37.3707513106195,126.942554348315,,경기 군포시 군포로735번길 14,http://place.map.kakao.com/1060325173,음식점
10605537,신한은행 관양동,37.40394685497548,126.95760379733018,,경기 안양시 동안구 관평로 312,http://place.map.kakao.com/10605537,은행
1063270841,민팃ATM SK텔레콤 대교평촌역점,37.3929811977963,126.962259246131,,경기 안양시 동안구 관평로170번길 33,http://place.map.kakao.com/1063270841,"가정,생활 > 중고용품"
10643701,영진약국,37.38604667466817,126.93316369292693,031-442-6712,경기 안양시 만안구 문예로 50,http://place.map.kakao.com/10643701,약국
1065213330,카페게이트 평촌학원가점,37.3847541148701,126.960000527259,,경기 안양시 동안구 평촌대로 140,http://place.map.kakao.com/1065213330,카페
1065989382,IBK기업은행 호계중앙,37.372880624794725,126.94885810566595,031-479-8871,경기 안양시 동안구 엘에스로 122,http://place.map.kakao.com/1065989382,은행
